,Event Type,Event ID,Event Time (UTC),Duration (s),Extra Data
173,GS_pass,AOS,2024-11-08 04:47:20.579265503,586.7385051537325,"{'TCA': '2024-11-08T04:52:13.869452421', 'MAX_EL': 42.79613185671532, 'GS_NAME': 'CLN01', 'Pass_ID': 'CLN0107', 'LOS': '2024-11-08T04:57:07.317770656'}"
174,GS_pass,LOS,2024-11-08 04:57:07.317770656,586.7385051537325,"{'TCA': '2024-11-08T04:52:13.869452421', 'MAX_EL': 42.79613185671532, 'GS_NAME': 'CLN01', 'Pass_ID': 'CLN0107', 'AOS': None}"
175,Eclipse,Entry,2024-11-08 05:28:55.782009000,2079.3910173491736,"{'End Time': datetime.datetime(2024, 11, 8, 6, 3, 35, 173026)}"
176,Eclipse,Exit,2024-11-08 06:03:35.173026000,2079.3910173491736,"{'Start Time': datetime.datetime(2024, 11, 8, 5, 28, 55, 782009)}"
177,GS_pass,AOS,2024-11-08 06:05:41.900550017,324.9050587619118,"{'TCA': '2024-11-08T06:08:24.538431883', 'MAX_EL': 8.631840009493395, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT31', 'LOS': '2024-11-08T06:11:06.805608779'}"
178,GS_pass,LOS,2024-11-08 06:11:06.805608779,324.9050587619118,"{'TCA': '2024-11-08T06:08:24.538431883', 'MAX_EL': 8.631840009493395, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT31', 'AOS': None}"
179,GS_pass,AOS,2024-11-08 06:25:51.734977486,167.30502724748013,"{'TCA': '2024-11-08T06:27:15.299612222', 'MAX_EL': 5.917058396731558, 'GS_NAME': 'CLN01', 'Pass_ID': 'CLN0108', 'LOS': '2024-11-08T06:28:39.040004733'}"
180,GS_pass,LOS,2024-11-08 06:28:39.040004733,167.30502724748013,"{'TCA': '2024-11-08T06:27:15.299612222', 'MAX_EL': 5.917058396731558, 'GS_NAME': 'CLN01', 'Pass_ID': 'CLN0108', 'AOS': None}"
181,Eclipse,Entry,2024-11-08 07:05:20.616723000,2079.355075437548,"{'End Time': datetime.datetime(2024, 11, 8, 7, 39, 59, 971799)}"
182,Eclipse,Exit,2024-11-08 07:39:59.971799000,2079.355075437548,"{'Start Time': datetime.datetime(2024, 11, 8, 7, 5, 20, 616723)}"
183,GS_pass,AOS,2024-11-08 07:41:39.343541300,476.10128363989213,"{'TCA': '2024-11-08T07:45:37.910503372', 'MAX_EL': 15.514342013915622, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT32', 'LOS': '2024-11-08T07:49:35.444824940'}"
184,GS_pass,LOS,2024-11-08 07:49:35.444824940,476.10128363989213,"{'TCA': '2024-11-08T07:45:37.910503372', 'MAX_EL': 15.514342013915622, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT32', 'AOS': None}"
185,Eclipse,Entry,2024-11-08 08:41:45.369930000,2079.348567217285,"{'End Time': datetime.datetime(2024, 11, 8, 9, 16, 24, 718498)}"
186,Eclipse,Exit,2024-11-08 09:16:24.718498000,2079.348567217285,"{'Start Time': datetime.datetime(2024, 11, 8, 8, 41, 45, 369930)}"
187,GS_pass,AOS,2024-11-08 09:17:33.091800053,569.4475808867237,"{'TCA': '2024-11-08T09:22:18.651512761', 'MAX_EL': 28.914134545195363, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT33', 'LOS': '2024-11-08T09:27:02.539380940'}"
188,GS_pass,LOS,2024-11-08 09:27:02.539380940,569.4475808867237,"{'TCA': '2024-11-08T09:22:18.651512761', 'MAX_EL': 28.914134545195363, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT33', 'AOS': None}"
189,GS_pass,AOS,2024-11-08 10:16:02.457848715,380.5624202551792,"{'TCA': '2024-11-08T10:19:13.584249905', 'MAX_EL': 10.387666799616298, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0113', 'LOS': '2024-11-08T10:22:23.020268971'}"
190,Eclipse,Entry,2024-11-08 10:18:10.109259000,2079.337087832904,"{'End Time': datetime.datetime(2024, 11, 8, 10, 52, 49, 446347)}"
191,GS_pass,LOS,2024-11-08 10:22:23.020268971,380.5624202551792,"{'TCA': '2024-11-08T10:19:13.584249905', 'MAX_EL': 10.387666799616298, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0113', 'AOS': None}"
192,Eclipse,Exit,2024-11-08 10:52:49.446347000,2079.337087832904,"{'Start Time': datetime.datetime(2024, 11, 8, 10, 18, 10, 109259)}"
193,GS_pass,AOS,2024-11-08 10:53:20.132778906,610.7331654077103,"{'TCA': '2024-11-08T10:58:26.436508711', 'MAX_EL': 57.05675575263556, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT34', 'LOS': '2024-11-08T11:03:30.865944313'}"
194,GS_pass,LOS,2024-11-08 11:03:30.865944313,610.7331654077103,"{'TCA': '2024-11-08T10:58:26.436508711', 'MAX_EL': 57.05675575263556, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT34', 'AOS': None}"
195,GS_pass,AOS,2024-11-08 11:07:39.539143432,291.46722072550637,"{'TCA': '2024-11-08T11:10:05.614451365', 'MAX_EL': 7.940838646531516, 'GS_NAME': 'AZORES01', 'Pass_ID': 'AZORES0110', 'LOS': '2024-11-08T11:12:31.006364158'}"
196,GS_pass,LOS,2024-11-08 11:12:31.006364158,291.46722072550637,"{'TCA': '2024-11-08T11:10:05.614451365', 'MAX_EL': 7.940838646531516, 'GS_NAME': 'AZORES01', 'Pass_ID': 'AZORES0110', 'AOS': None}"
197,GS_pass,AOS,2024-11-08 11:49:58.492435148,621.13638686424,"{'TCA': '2024-11-08T11:55:11.325856097', 'MAX_EL': 80.74727869073513, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0114', 'LOS': '2024-11-08T12:00:19.628822012'}"
198,Eclipse,Entry,2024-11-08 11:54:34.808509000,2079.348019350551,"{'End Time': datetime.datetime(2024, 11, 8, 12, 29, 14, 156529)}"
199,GS_pass,LOS,2024-11-08 12:00:19.628822012,621.13638686424,"{'TCA': '2024-11-08T11:55:11.325856097', 'MAX_EL': 80.74727869073513, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0114', 'AOS': None}"
200,GS_pass,AOS,2024-11-08 12:28:56.842678521,615.4740631654515,"{'TCA': '2024-11-08T12:34:05.410671856', 'MAX_EL': 79.95040721233099, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT35', 'LOS': '2024-11-08T12:39:12.316741686'}"
201,Eclipse,Exit,2024-11-08 12:29:14.156529000,2079.348019350551,"{'Start Time': datetime.datetime(2024, 11, 8, 11, 54, 34, 808509)}"
202,GS_pass,LOS,2024-11-08 12:39:12.316741686,615.4740631654515,"{'TCA': '2024-11-08T12:34:05.410671856', 'MAX_EL': 79.95040721233099, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT35', 'AOS': None}"
203,GS_pass,AOS,2024-11-08 12:40:48.848661889,604.4869504629263,"{'TCA': '2024-11-08T12:45:52.476755704', 'MAX_EL': 66.1283202402452, 'GS_NAME': 'AZORES01', 'Pass_ID': 'AZORES0111', 'LOS': '2024-11-08T12:50:53.335612352'}"
204,GS_pass,LOS,2024-11-08 12:50:53.335612352,604.4869504629263,"{'TCA': '2024-11-08T12:45:52.476755704', 'MAX_EL': 66.1283202402452, 'GS_NAME': 'AZORES01', 'Pass_ID': 'AZORES0111', 'AOS': None}"
205,GS_pass,AOS,2024-11-08 13:26:49.783437830,358.45620175808307,"{'TCA': '2024-11-08T13:29:49.334361819', 'MAX_EL': 9.932821257156752, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0115', 'LOS': '2024-11-08T13:32:48.239639588'}"
206,Eclipse,Entry,2024-11-08 13:30:59.533022000,2079.37431839067,"{'End Time': datetime.datetime(2024, 11, 8, 14, 5, 38, 907340)}"
207,GS_pass,LOS,2024-11-08 13:32:48.239639588,358.45620175808307,"{'TCA': '2024-11-08T13:29:49.334361819', 'MAX_EL': 9.932821257156752, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0115', 'AOS': None}"
208,GS_pass,AOS,2024-11-08 14:04:20.205526928,605.2815039560302,"{'TCA': '2024-11-08T14:09:23.402089766', 'MAX_EL': 54.61059469266614, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT36', 'LOS': '2024-11-08T14:14:25.487030884'}"
209,Eclipse,Exit,2024-11-08 14:05:38.907340000,2079.37431839067,"{'Start Time': datetime.datetime(2024, 11, 8, 13, 30, 59, 533022)}"
210,GS_pass,LOS,2024-11-08 14:14:25.487030884,605.2815039560302,"{'TCA': '2024-11-08T14:09:23.402089766', 'MAX_EL': 54.61059469266614, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT36', 'AOS': None}"
211,Eclipse,Entry,2024-11-08 15:07:24.327073000,2079.364292450568,"{'End Time': datetime.datetime(2024, 11, 8, 15, 42, 3, 691366)}"
212,GS_pass,AOS,2024-11-08 15:39:30.296164400,601.0008556921074,"{'TCA': '2024-11-08T15:44:31.111403768', 'MAX_EL': 49.29441950662884, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT37', 'LOS': '2024-11-08T15:49:31.297020092'}"
213,Eclipse,Exit,2024-11-08 15:42:03.691366000,2079.364292450568,"{'Start Time': datetime.datetime(2024, 11, 8, 15, 7, 24, 327073)}"
214,GS_pass,LOS,2024-11-08 15:49:31.297020092,601.0008556921074,"{'TCA': '2024-11-08T15:44:31.111403768', 'MAX_EL': 49.29441950662884, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT37', 'AOS': None}"
215,Eclipse,Entry,2024-11-08 16:43:49.193495000,2079.3370661839576,"{'End Time': datetime.datetime(2024, 11, 8, 17, 18, 28, 530562)}"
216,GS_pass,AOS,2024-11-08 16:53:59.091796302,609.7645765904623,"{'TCA': '2024-11-08T16:59:04.388514621', 'MAX_EL': 74.6704751044034, 'GS_NAME': 'CLN01', 'Pass_ID': 'CLN0109', 'LOS': '2024-11-08T17:04:08.856372892'}"
217,GS_pass,LOS,2024-11-08 17:04:08.856372892,609.7645765904623,"{'TCA': '2024-11-08T16:59:04.388514621', 'MAX_EL': 74.6704751044034, 'GS_NAME': 'CLN01', 'Pass_ID': 'CLN0109', 'AOS': None}"
218,GS_pass,AOS,2024-11-08 17:14:36.141187365,609.2171809375981,"{'TCA': '2024-11-08T17:19:40.842361332', 'MAX_EL': 59.877410755122256, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT38', 'LOS': '2024-11-08T17:24:45.358368303'}"
219,Eclipse,Exit,2024-11-08 17:18:28.530562000,2079.3370661839576,"{'Start Time': datetime.datetime(2024, 11, 8, 16, 43, 49, 193495)}"
220,GS_pass,LOS,2024-11-08 17:24:45.358368303,609.2171809375981,"{'TCA': '2024-11-08T17:19:40.842361332', 'MAX_EL': 59.877410755122256, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT38', 'AOS': None}"
221,Eclipse,Entry,2024-11-08 18:20:14.047841000,2079.3188322417177,"{'End Time': datetime.datetime(2024, 11, 8, 18, 54, 53, 366673)}"
222,GS_pass,AOS,2024-11-08 18:49:55.805475628,617.4822649454732,"{'TCA': '2024-11-08T18:55:04.418766418', 'MAX_EL': 87.17874603853843, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT39', 'LOS': '2024-11-08T19:00:13.287740574'}"
223,Eclipse,Exit,2024-11-08 18:54:53.366673000,2079.3188322417177,"{'Start Time': datetime.datetime(2024, 11, 8, 18, 20, 14, 47841)}"
224,GS_pass,LOS,2024-11-08 19:00:13.287740574,617.4822649454732,"{'TCA': '2024-11-08T18:55:04.418766418', 'MAX_EL': 87.17874603853843, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT39', 'AOS': None}"
225,Eclipse,Entry,2024-11-08 19:56:38.883680000,2079.303554997012,"{'End Time': datetime.datetime(2024, 11, 8, 20, 31, 18, 187235)}"
226,GS_pass,AOS,2024-11-08 20:25:50.099537048,603.6723134075911,"{'TCA': '2024-11-08T20:30:51.669531019', 'MAX_EL': 46.076880084925925, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT40', 'LOS': '2024-11-08T20:35:53.771850455'}"
227,Eclipse,Exit,2024-11-08 20:31:18.187235000,2079.303554997012,"{'Start Time': datetime.datetime(2024, 11, 8, 19, 56, 38, 883680)}"
228,GS_pass,LOS,2024-11-08 20:35:53.771850455,603.6723134075911,"{'TCA': '2024-11-08T20:30:51.669531019', 'MAX_EL': 46.076880084925925, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT40', 'AOS': None}"
229,GS_pass,AOS,2024-11-08 21:08:56.818501531,394.466235870783,"{'TCA': '2024-11-08T21:12:13.408478609', 'MAX_EL': 11.395228600973834, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0116', 'LOS': '2024-11-08T21:15:31.284737402'}"
230,GS_pass,LOS,2024-11-08 21:15:31.284737402,394.466235870783,"{'TCA': '2024-11-08T21:12:13.408478609', 'MAX_EL': 11.395228600973834, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0116', 'AOS': None}"
231,Eclipse,Entry,2024-11-08 21:33:03.633258000,2079.306235946933,"{'End Time': datetime.datetime(2024, 11, 8, 22, 7, 42, 939494)}"
232,GS_pass,AOS,2024-11-08 22:02:35.757415657,547.4686548006368,"{'TCA': '2024-11-08T22:07:09.170943882', 'MAX_EL': 23.7434771133313, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT41', 'LOS': '2024-11-08T22:11:43.226070458'}"
233,Eclipse,Exit,2024-11-08 22:07:42.939494000,2079.306235946933,"{'Start Time': datetime.datetime(2024, 11, 8, 21, 33, 3, 633258)}"
234,GS_pass,LOS,2024-11-08 22:11:43.226070458,547.4686548006368,"{'TCA': '2024-11-08T22:07:09.170943882', 'MAX_EL': 23.7434771133313, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT41', 'AOS': None}"
235,GS_pass,AOS,2024-11-08 22:41:50.043658717,618.8292396243232,"{'TCA': '2024-11-08T22:46:56.575930260', 'MAX_EL': 86.43029371083267, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0117', 'LOS': '2024-11-08T22:52:08.872898342'}"
236,GS_pass,LOS,2024-11-08 22:52:08.872898342,618.8292396243232,"{'TCA': '2024-11-08T22:46:56.575930260', 'MAX_EL': 86.43029371083267, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0117', 'AOS': None}"
237,Eclipse,Entry,2024-11-08 23:09:28.342393000,2079.3136565503787,"{'End Time': datetime.datetime(2024, 11, 8, 23, 44, 7, 656050)}"
238,GS_pass,AOS,2024-11-08 23:27:49.705197705,603.8976506414385,"{'TCA': '2024-11-08T23:32:50.796283136', 'MAX_EL': 57.130236187017125, 'GS_NAME': 'AZORES01', 'Pass_ID': 'AZORES0112', 'LOS': '2024-11-08T23:37:53.602848346'}"
239,GS_pass,LOS,2024-11-08 23:37:53.602848346,603.8976506414385,"{'TCA': '2024-11-08T23:32:50.796283136', 'MAX_EL': 57.130236187017125, 'GS_NAME': 'AZORES01', 'Pass_ID': 'AZORES0112', 'AOS': None}"
240,GS_pass,AOS,2024-11-08 23:40:22.180311844,436.1394051076049,"{'TCA': '2024-11-08T23:44:00.134425319', 'MAX_EL': 12.90374549157335, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT42', 'LOS': '2024-11-08T23:47:38.319716952'}"
241,Eclipse,Exit,2024-11-08 23:44:07.656050000,2079.3136565503787,"{'Start Time': datetime.datetime(2024, 11, 8, 23, 9, 28, 342393)}"
242,GS_pass,LOS,2024-11-08 23:47:38.319716952,436.1394051076049,"{'TCA': '2024-11-08T23:44:00.134425319', 'MAX_EL': 12.90374549157335, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT42', 'AOS': None}"
243,GS_pass,AOS,2024-11-09 00:20:21.558103110,319.2441873871664,"{'TCA': '2024-11-09T00:23:00.485637058', 'MAX_EL': 8.514607149466856, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0118', 'LOS': '2024-11-09T00:25:40.802290497'}"
244,GS_pass,LOS,2024-11-09 00:25:40.802290497,319.2441873871664,"{'TCA': '2024-11-09T00:23:00.485637058', 'MAX_EL': 8.514607149466856, 'GS_NAME': 'AWARUA01', 'Pass_ID': 'AWARUA0118', 'AOS': None}"
245,Eclipse,Entry,2024-11-09 00:45:53.060541000,2079.305121046192,"{'End Time': datetime.datetime(2024, 11, 9, 1, 20, 32, 365662)}"
246,GS_pass,AOS,2024-11-09 01:05:37.640223517,352.03425908837795,"{'TCA': '2024-11-09T01:08:33.224765771', 'MAX_EL': 9.576542392019979, 'GS_NAME': 'AZORES01', 'Pass_ID': 'AZORES0113', 'LOS': '2024-11-09T01:11:29.674482605'}"
247,GS_pass,LOS,2024-11-09 01:11:29.674482605,352.03425908837795,"{'TCA': '2024-11-09T01:08:33.224765771', 'MAX_EL': 9.576542392019979, 'GS_NAME': 'AZORES01', 'Pass_ID': 'AZORES0113', 'AOS': None}"
248,GS_pass,AOS,2024-11-09 01:19:08.709776716,267.3381485433821,"{'TCA': '2024-11-09T01:21:22.365807233', 'MAX_EL': 7.30719360188038, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT43', 'LOS': '2024-11-09T01:23:36.047925260'}"
249,Eclipse,Exit,2024-11-09 01:20:32.365662000,2079.305121046192,"{'Start Time': datetime.datetime(2024, 11, 9, 0, 45, 53, 60541)}"
250,GS_pass,LOS,2024-11-09 01:23:36.047925260,267.3381485433821,"{'TCA': '2024-11-09T01:21:22.365807233', 'MAX_EL': 7.30719360188038, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT43', 'AOS': None}"
251,Eclipse,Entry,2024-11-09 02:22:17.791452000,2079.28385591639,"{'End Time': datetime.datetime(2024, 11, 9, 2, 56, 57, 75308)}"
252,Eclipse,Exit,2024-11-09 02:56:57.075308000,2079.28385591639,"{'Start Time': datetime.datetime(2024, 11, 9, 2, 22, 17, 791452)}"
253,GS_pass,AOS,2024-11-09 02:58:58.009755563,17.67800442455382,"{'TCA': '2024-11-09T02:59:06.851639757', 'MAX_EL': 5.009018477464149, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT44', 'LOS': '2024-11-09T02:59:15.687759987'}"
254,GS_pass,LOS,2024-11-09 02:59:15.687759987,17.67800442455382,"{'TCA': '2024-11-09T02:59:06.851639757', 'MAX_EL': 5.009018477464149, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT44', 'AOS': None}"
255,Eclipse,Entry,2024-11-09 03:58:42.590944000,2079.2656563524592,"{'End Time': datetime.datetime(2024, 11, 9, 4, 33, 21, 856601)}"
256,Eclipse,Exit,2024-11-09 04:33:21.856601000,2079.2656563524592,"{'Start Time': datetime.datetime(2024, 11, 9, 3, 58, 42, 590944)}"
257,GS_pass,AOS,2024-11-09 04:35:50.836998946,132.8711700295715,"{'TCA': '2024-11-09T04:36:57.292839860', 'MAX_EL': 5.523170538248081, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT45', 'LOS': '2024-11-09T04:38:03.708168975'}"
258,GS_pass,LOS,2024-11-09 04:38:03.708168975,132.8711700295715,"{'TCA': '2024-11-09T04:36:57.292839860', 'MAX_EL': 5.523170538248081, 'GS_NAME': 'KSAT', 'Pass_ID': 'KSAT45', 'AOS': None}"
259,GS_pass,AOS,2024-11-09 04:53:17.573431079,596.9414083497759,"{'TCA': '2024-11-09T04:58:15.886607689', 'MAX_EL': 53.579758396465635, 'GS_NAME': 'CLN01', 'Pass_ID': 'CLN0110', 'LOS': '2024-11-09T05:03:14.514839429'}"
260,GS_pass,LOS,2024-11-09 05:03:14.514839429,596.9414083497759,"{'TCA': '2024-11-09T04:58:15.886607689', 'MAX_EL': 53.579758396465635, 'GS_NAME': 'CLN01', 'Pass_ID': 'CLN0110', 'AOS': None}"
